text1,text2,label
Cochineal/Carminic Acid,CARMINE,1
E172,CAROTS,0
E131,diphenyl,0
E101,Riboflavin,1
Cheddar Cheese,aged cheese,1
microcrystalline cellulose,CELLULOSE,1
caramel coloring,Potassium Sulphate,0
potassium hydroxide,cottage chese,0
sodium sulfate,glycerine,0
creme cheese,flaxseed,0
spinage,ascorbic acid,0
e551,SILICON DIOXIDE,1
Sodium Sorbate,sodium sorbate,1
Erythrosine,butter,0
Magnesium Carbonate,MAGNESIA ALBA,1
potassium pyrosulfite,POTASSIUM METABISULFITE,1
Sour Cream,SOUR CREME,1
E926,oryza sativa,0
E301,sodium ascorbate,1
SODIUM METABISULFITE,E526,0
spinach,SPINAGE,1
butylhydroxytoluene,stearic acid,0
potassium guanylate,DIPOTASSIUM GUANYLATE,1
KEENWA,vitamin c,0
E123,amaranth,1
magnesium oxide,Magnesium,1
sodium stearoyl lactylate,sodium stearoyl lactylate,1
Calcium Sulphate,GYPSUM,1
Carmoisine,AZORUBINE,1
Calcium Carbonate,VITAMIN C,0
Pectin,PECTINE,1
E339,MSG,0
lecthin,LECTHIN,1
carbon black,sour creme,0
Magnesium Sulphate,epsom salt,1
Calcium Hydroxide,cream cheese,0
ascorbic acid,Glycerin,0
carrageen,E900,0
citrate,citric,1
glycocoll,Glycine,1
carrageenan,Quinoa,0
ethyl maltol,ETHYLMALTOL,1
yellow 5,E210,0
E633,Calcium Inosinate,1
ponceau 4,calcium carbonate,0
Sodium Guanylate,FLAXSEED,0
sunset yellow fcf,azodicarbonamide,0
glucose,Glucose,1
ethyl paraben,calcium alginate,0
Kefir,hydrolyzed collagen,0
E120,cochinel,1
CITRATE,Calcium Sulphate,0
benzoic,WHIPPING CREAM,0
sodium bicarbonite,BAKING SODA,1
octyl gallate,Corn,0
cellulose gel,Microcrystalline Cellulose,1
xanthophyll,Glycerin,0
VITAMIN B2,RIBOFLAVIN,1
flaxseed,Flaxseeds,1
Whole Milk,whole milke,1
beef cut,Beef Steak,1
glycerin,magnesium hydroxide,0
magnesium carb,CHLORINE GAS,0
Green S,carbon black,0
benzoic,cottage cheese,0
E160d,Baking Soda,0
turkey,turkey breast,1
E102,YELLOW 5,1
E625,spinacia oleracea,0
roasting chicken,whole chiken,1
SORBATE,algin,0
E341,Calcium Phosphate,1
sunset,Sunset Yellow,1
potassium chlor,kcl,1
propyl gallate,Duck Breast,0
Cheddar Cheese,GLYCERINE,0
E400,Beef Steak,0
Sodium Nitrite,glycine,0
Butylated Hydroxytoluene (BHT),butylhydroxytoluene,1
ghi,Ghee,1
propylene glycol alginate,propylene glycol algin,1
E214,sour creme,0
CALCIUM SULFITE,Sodium Lactate,0
CALCIUM GLUTAMATE,potassium inosinate,0
Curcumin,CURCUMIN,1
dimethylpolysiloxane,PDMS,1
beef roast,Beef Roast,1
Sodium Nitrate,CHILE SALTPETER,1
clorophyll,chlorophyl,1
sodium bicarb,BAKING SODA,1
E481,DIPOTASSIUM GUANYLATE,0
E402,Potassium Alginate,1
potassium benzoate,POTASSIUM BENZOATE,1
Green S,ornges,0
Lutein,RYCE,0
Chlorophyll,MSG,0
sodium sorbate,sodium sorbate,1
E331,carrageen,0
agar-agar,Agar,1
potassium benzoate,pg alginate,0
Pectin,pectin,1
vitis vinifera dried,Raisins,1
maltol,malus domestica,0
poussin,RICOTTA,0
carrageenan,carrageen,1
sodium benzoate,E507,0
Magnesium,MAGNESIAM,1
Sodium Alginate,SODIUM ALGINATE,1
Dibasic acid,tartric acid,1
calcium sulphite,vitamin D3,0
vitamin C,glycerol,0
E306,E321,0
TARTARIC ACID,TARTRATE,1
aged cheese,cheddar cheese,1
licopene,E339,0
zea mays,korn,1
biphenyl,phenylbenzene,1
Turkey Breast,l-lysine,0
steak,beef cut,1
ALUMINUM,korn,0
calcium sulfate,silicon dioxide,0
calcium sulphite,E330,0
bee wax,MICROWAX,0
Ammonium Carbonate,hartshorn,1
E422,glycerine,1
minced beef,hamburger meat,1
E414,acacia gum,1
carmoisine,Butter,0
E515,potassium sulfate,1
Calcium Alginate,E625,0
PROPYL GALLATE,sweet cream butter,0
cultured buttermilk,phoenix dactylifera,0
Propylene Glycol,PROPYLENE GLYCOL,1
beeswax,Beeswax,1
Neotame,creme cheese,0
Sodium Inosinate,sodium inosinate,1
Potassium Sulphate,Kefir,0
Monoammonium Glutamate,bromic acid potassium salt,0
sodium bicarb,Raisins,0
E102,Tartrazine,1
E927,ADA,1
Sodium Sulphate,sodium sulfate,1
Dimethylpolysiloxane,salt,0
Potassium Benzoate,MILK OF MAGNESIA,0
calcium benzoate,sodium guanylate,0
calcium guanylate,CALCIUM GUANYLATE,1
potassium nitrate,Potassium Nitrate,1
Calcium Sulphate,LARIXINIC ACID,0
E405,PG ALGINATE,1
sorbit,CALCIUM STEAROYL LACTYLATE,0
E122,Ethyl Maltol,0
Stearic Acid,STEARIC,1
Omega-3 Fatty Acids,omega-3,1
Ground Beef,minced beef,1
E402,maltodextin,0
glycerine,Glycerin,1
vitamin e,calcium sulfate,0
Vitamin C,Vitamin C,1
E160a,BENZOATE,0
Potassium Sulphate,Sour Cream,0
Calcium Alginate,E404,1
L-Lysine,l-lysine,1
triticum spelta,SPELT,1
E224,POTASSIUM METABISULFITE,1
Sulphur Dioxide,SULFUR DIOXIDE,1
cysteine hcl,Cysteine,1
musa,banans,1
lithol rubine,carrageen,0
turkey mince,Ground Turkey,1
sodium guanylate,Sodium Guanylate,1
E212,POTASSIUM SULFATE,0
Maltol,LARIXINIC ACID,1
Tartaric Acid,Omega-3 Fatty Acids,0
SODA ASH,SODIUM BICARBONATE,0
potassium guanylate,dipotassium guanylate,1
E627,sodium guanylate,1
carmin,SOUR CREME,0
Barley,barle,1
Ponceau 4R,E170,0
Ponceau 4R,Whole Milk,0
Potassium Sorbate,E202,1
butter milk,BUTTER MILK,1
sodium lactate,SODIUM LACTATE,1
AZORUBINE,roasting chicken,0
E633,calcium inosinate,1
E401,sodium glutamate,0
Calcium Hydroxide,Carnauba Wax,0
chlorophyl,E160a,0
Sodium Hydroxide,E524,1
Magnesium Hydroxide,MILK OF MAGNESIA,1
iron oxides,ferric oxide,1
sodium benzoate,duck breat,0
Calcium Citrate,E333,1
sorbic,PROPYL GALLATE,0
E501,pearl ash,1
Dibasic acid,POTATOS,0
vitamin e,propylene glycol,0
SODIUM METABISULFITE,Corn,0
lithol,whole chicken,0
sunset yellow,Sunset Yellow,1
Tartaric Acid,tartatic acid,1
sodium guanylate,Sodium Guanylate,1
tartatic acid,chicken breat,0
calcium chloride,beef joint,0
vegetable carbon,Vegetable Carbon,1
monopotassium glutamate,ADA,0
calcium phosphate,kcl,0
quicklime,Glycine,0
methyl cellulose,CHLORINE OXIDE,0
Potassium Sorbate,Potassium Sorbate,1
sodium bicarbonate,Sodium Bicarbonate,1
CAUSTIC POTASH,GLUCOSE,0
CALCIUM BENZOATE,glutamate,0
sodium benzoate,Sodium Guanylate,0
sodium hydroxide,whole bird,0
magnesium carbonate,magnesia alba,1
E904,Spinach,0
lithol rubine,Lithol Rubine,1
Aluminium,E173,1
E174,silver,1
sodium bicarbonat,sodium bicarbonite,1
Guar Gum,hydrolyzed collagen,0
E151,hcl,0
milk,MILK,1
salvia hispanica,chia seed,1
monopotassium glutamate,POTASSIUM GLUTAMATE,1
amarant,AMARANTH,1
Sulphur Dioxide,SULFUR DIOXIDE,1
guar gum,guaran,1
E406,GLYCERIN,0
Raisins,vitis vinifera dried,1
Locust Bean Gum,CAUSTIC POTASH,0
ethyl para-hydroxybenzoate,Ethyl Paraben,1
Sodium Nitrite,ammonium chloride,0
SODIUM STEAROYL LACTYLATE,magnesium hydroxide,0
E142,E401,0
Methylcellulose,STEAK,0
Citric Acid,citric acid,1
Sodium Lactate,Sodium Lactate,1
tartarazine,KEENWA,0
Rice,RYCE,1
calcium benzoate,ammonium carbonate,0
ground beef,sweet cream butter,0
sodium metabisulphite,sodium ascorbate,0
titanium white,titanium oxide,1
ammonium hydroxide,ammonia water,1
Turkey Breast,turkey fillets,1
potassium sorbate,Chlorine Dioxide,0
SODIUM ASCORBATE,Citric Acid,0
E407,carageenan,1
POTASSIUM METABISULFITE,Sour Cream,0
E320,E481,0
Glycerol,veal cutlets,0
bha,butylhydroxyanisole,1
carrageenin,glycerine,0
aged cheese,chedder cheese,1
dates,DATESS,1
patent blue v,Guar Gum,0
Potassium Nitrate,saltpeter,1
E202,sorbit,0
whole chicken,whipping cream,0
Calcium Sulphate,E925,0
E100,aspartame,0
Microcrystalline Cellulose,mcc,1
E509,calcium chlor,1
E513,sodium guanylate,0
ascorbic acid,Dates,0
gold,spelt,0
E325,SODIUM LACTATE,1
potassium glutamate,MINERAL OIL,0
sorbitol,essential amino acid,0
Calcium Chloride,DIPOTASSIUM GUANYLATE,0
potash,chicken thighs,0
Quinoline Yellow,Quinoline Yellow,1
Iron Oxides,E250,0
caramel colour,Ammonium Alginate,0
propylene glycol,Propylene Glycol,1
E171,CALCIUM STEAROYL LACTYLATE,0
Potassium Metabisulphite,minced beef,0
Sunset Yellow FCF,sunset yellow,1
Hexamine,WHEET,0
chile saltpeter,magnesium oxide,0
beef steak,Beef Steak,1
fermented milk drink,keefir,1
Calcium Oxide,quicklime,1
E150(a-d),whipping cream,0
Chalk,calcium carbonat,1
E627,disodium guanylate,1
potassium alginate,clarified butter,0
vitamin b2,riboflavin,1
buttermilk,buttermilke,1
Glycerin,GLYCERINE,1
E200,sorbate,1
CALCIUM GLUTAMATE,cultured cream,0
dairy butter,Stearic Acid,0
ASCORBYL PALMITATE,vitamin C,0
hard cheese,lipase,0
E900,chedder cheese,0
Sunset Yellow FCF,Sunset Yellow,1
Methylcellulose,METHYL CELLULOSE,1
Propylene Glycol Alginate,E405,1
ACACIA GUM,burnt lime,0
calcium benzoate,Water,0
patent blue v,microcrystalline cellulose,0
potassium metabisulphite,Alginic Acid,0
Calcium Oxide,Calcium Oxide,1
SILVER,Potassium Nitrate,0
microcrystalline cellulose,mcc,1
hard cheese,cottage cheese,0
tocopherol,VITAMIN E,1
salt,Calcium,0
Sorbitol,whole milke,0
cellulose gel,game hens,0
LITHOL,cellulose,0
tartaric acid,tartrate,1
ponceau 4r,dha,0
E252,SALTPETER,1
STEAK,WHEY PROTEIN,0
Calcium Sorbate,calcium sorbate,1
potash sulfate,AMMONIA WATER,0
calcium sulfate,microcrystalline cellulose,0
Lithol Rubine,ALGINATE,0
calcium benzoate,corn,0
Stearic Acid,Stearic Acid,1
sodium carbonate,washing soda,1
LITHOL,SODIUM NITRITE,0
Vegetable Carbon,Vegetable Carbon,1
stearic acid,Stearic Acid,1
E622,pot roast,0
potassium inosinate,dipotassium inosinate,1
Black PN,sorbic,0
beef roest,POT ROAST,1
ethyl para-hydroxybenzoate,vitamin C,0
hexamethylenetetramine,Rice,0
beef joint,Hemp Seeds,0
E101,vitamin B2,1
potassium benzoate,leucine,0
gold powder,vitamin e,0
POTASSIUM METABISULFITE,heavy creme,0
dairy butter,PROPYLENE GLYCOL,0
ethyl 4-hydroxybenzoate,ethyl paraben,1
E223,tartatic acid,0
turkey,Turkey Breast,1
turmeric,Propyl Gallate,0
potassium sorbate,Potassium Sorbate,1
potassium benzoate,quicklime,0
caramel colour,caramel coloring,1
Spelt,Calcium,0
BETA CAROTENE,hydrolyzed collagen,0
E333,LYSINE,0
Lutein,CALCIUM BENZOATE,0
Wheat,wheet,1
Silver,silver,1
milk,organic milk,1
sorbit,magnesia,0
Ghee,clarified butter,1
E122,veal,0
microcrystalline cellulose,Cellulose,1
lamb ribs,Lamb Chops,1
Shellac,shellac,1
hcl,HCL,1
tumeric,CURCUMIN,1
Potassium Inosinate,potassium inosinate,1
potassium chloride,kcl,1
Salt,table salt,1
butylhydroxytoluene,BHT,1
chicken breast,CHICKEN,1
E507,hydrochloric acid,1
ascorbic acid,quicklime,0
GRAPES,CAROTS,0
vegetable black,Vegetable Carbon,1
vitamin E,calcium alginate,0
CALCIUM PHOSPHATE,RASINS,0
Aluminium,Aluminium,1
magnesium glutamate,Rice,0
sulfuric acid,CALCIAM,0
Sodium Hydroxide,Omega-3 Fatty Acids,0
ascorbyl palmitate,Ascorbyl Palmitate,1
Octyl Gallate,E904,0
Potassium Metabisulphite,potassium pyrosulfite,1
E422,GLYCERIN,1
malus domestica,appls,1
DISODIUM GUANYLATE,calcium guanylate,0
E100,CURCUMIN,1
BUTYLATED HYDROXYTOLUENE,magnesium sulphate,0
sodium stearoyl lactylate,SSL,1
calcium phosphate,CALCIUM PHOSPHATE,1
Buckwheat,Hemp Seeds,0
sodium sulphate,enzimes,0
Turmeric,SODIUM METABISULFITE,0
MSG,Omega-3 Fatty Acids,0
epsom salt,Magnesium Sulphate,1
Carrots,daucus carota,1
ethyl para-hydroxybenzoate,malus domestica,0
cottage cheese,cottage chese,1
L-Leucine,Maltodextrin,0
Beetroot Red,magnesium carbonate,0
linum usitatissimum,flaxseed,1
Barley,BARLE,1
Sodium Phosphate,E339,1
veal,veal cutlets,1
calcium carbonat,Calcium Carbonate,1
cannabis sativa seeds,GELATINE,0
agar-agar,AGAR AGAR,1
microwax,MICROWAX,1
phosphoric,E460,0
iron oxide,calcium sulphite,0
Dibasic acid,potassium chloride,0
sodium metabisulfite,Sodium Metabisulphite,1
Glucose,GLUCOSE,1
sodium benzoate,sodium 5-ribonucleotide,0
greek yoghurt,GREEK YOGHURT,1
GOLD,hartshorn,0
whole milk,MILK,1
sodium benzoate,E623,0
Wheat,Wheat,1
Tomatoes,TOMATOS,1
Annatto,ANNATO,1
E123,Stearic Acid,0
sunset yellow fcf,otes,0
sunset yellow,sunset,1
gelatin,GELATINE,1
patent blue,calcium carb,0
Calcium Citrate,CALCIUM CITRATE,1
glycerol,chicken thighs,0
potassium hydroxide,NEOTAM,0
Sorbic Acid,SORBATE,1
Sodium Guanylate,DISODIUM GUANYLATE,1
beetroot red,SULFURIC ACID,0
potassium bromate,cornish hens,0
E140,cheddar cheese,0
luteine,xanthophyll,1
copper chlorophyllin,Propyl Gallate,0
cannabis sativa seeds,hemp seeds,1
sodium sorbate,Chia Seeds,0
MCC,CACL2,0
sodium citrate,Sodium Citrate,1
TARTAZINE,h2o,0
MILK OF MAGNESIA,E640,0
Calcium Citrate,CALCIUM CITRATE,1
bicarbonate of soda,carots,0
E131,Grapes,0
iron,MALTODEXTRINE,0
Locust Bean Gum,carob bean gum,1
iron oxides,Iron Oxides,1
Calcium,calciam,1
disodium guanylate,MILET,0
vitamin c,vitamin c,1
calcium citrate,omega 3,0
CALCIUM CARBONATE,quinoa,0
Propylene Glycol Alginate,Potassium Bromate,0
CALCIUM SORBATE,sodium chloride,0
patent blue,patent blue v,1
E920,Cysteine,1
Water,glucoze,0
Lecithin,lecithin,1
quinoa,KEENWA,1
sodium sulfite,Calcium Hydroxide,0
ethyl 4-hydroxybenzoate,POTATOS,0
potassium metabisulfite,SLAKED LIME,0
E170,LEUCINE,0
cochinel,E518,0
sunset yellow,glycine,0
omega-3,OMEGA 3,1
carotenes,Carotenes,1
methyl cellulose,methylcellulose,1
E140,Chlorophyll,1
ascorbic acid,palm wax,0
leucine,stearic acid,0
ground beed,cellulose,0
curcumin,CURCUMIN,1
E302,SOUR CREME,0
vitamin c,E404,0
sodium guanylate,sodium guanylate,1
Carmoisine/Azorubine,AZORUBINE,1
VITAMIN E,LECTHIN,0
azorubine,E320,0
Hexamine,Hexamine,1
SODIUM ASCORBATE,E632,0
Microcrystalline Cellulose,Stearic Acid,0
ascorbyl palmitate,phosphoric acid,0
carrageenin,Carrageenan,1
Carrageenan,carrageenan,1
ethyl 4-hydroxybenzoate,E407,0
Sodium Sorbate,Sodium Sorbate,1
E625,hamburger meat,0
riboflavin,brazil wax,0
Iron Oxides,hydrochloric acid,0
potassium alginate,POTASSIUM ALGINATE,1
E461,duck magret,0
Potassium Benzoate,gelatine,0
E230,Biphenyl,1
Veal Cutlets,veal cutlets,1
Carotenes,beta carotene,1
stearic,stearic acid,1
alginic acid,roasting chicken,0
sodium alginate,propylene glycol algin,0
E200,SORBATE,1
calcium inosinate,cholecalciferol,0
curcumin,Curcumin,1
kcl,oryza sativa,0
kcl,disodium ribonucleotide,0
E250,sodium nitrite,1
E420,sorbit,1
Carmoisine,dipotassium guanylate,0
Alginic Acid,alginate,1
propyl gallate,Sodium Citrate,0
PG ALGINATE,fagopyrum esculentum,0
E460,cellulose gel,1
Neotame,whole milk,0
oranges,ornges,1
Gum Arabic,acacia gum,1
Sodium Inosinate,E633,0
Calcium Benzoate,CALCIUM BENZOATE,1
lithol,LITHOL,1
E302,CALCIUM ASCORBATE,1
E213,Calcium Benzoate,1
potassium alginate,Oranges,0
sodium lactate,Calcium Oxide,0
Calcium Sulphate,Stearic Acid,0
polysaccharide,maltodextrine,1
lithol rubine bk,raisins,0
glutamic acid,spelt,0
Potassium Benzoate,E633,0
E151,E252,0
veal cutlets,Vitamin D3,0
LECTHIN,hordeum vulgare,0
CALCIUM GLUTAMATE,dha,0
BUTER,DATESS,0
sodium pyrosulfite,SODIUM METABISULFITE,1
potassium inosinate,potassium inosinate,1
E214,ethyl paraben,1
E951,Aspartame,1
essential amino acid,MALTODEXTRINE,0
chlorine,Chlorine,1
beta carotene,CALCIUM STEAROYL LACTYLATE,0
Carrageenan,CARAGEENAN,1
cheddar cheese,Butter,0
Cysteine,spinacia oleracea,0
Potassium Metabisulphite,triticum spelta,0
appls,APPLS,1
Magnesium Hydroxide,BUCKWHEET,0
E481,calcium oxide,0
BETA CAROTENE,octyl gallate,0
CITRATE,e551,0
raisins,Raisins,1
Omega-3 Fatty Acids,epa,1
carminic acid,Cochineal,1
Beef Steak,STEAK,1
BHA,H2O,0
PG ALGINATE,E925,0
whole chiken,Whole Chicken,1
E102,yellow 5,1
neotame,neotame,1
sodium metabisulfite,aspartame,0
calcium sulphate,GYPSUM,1
Calcium Benzoate,leusine,0
sodium metabisulphite,sodium metabisulfite,1
calcium chloride,potash sulfate,0
whey protein,WHEY PROTEIN,1
microwax,Hemp Seeds,0
Ricotta Cheese,whey cheese,1
sodium nitrite,magnesium glutamate,0
Phosphoric Acid,magnesium carb,0
Vitamin D3,vitamin d,1
caustic soda,aqua,0
potassium inosinate,duck magret,0
E925,phoenix dactylifera,0
sodium pyrosulfite,Sodium Metabisulphite,1
sodium carbonate,disodium guanylate,0
titanium dioxide,quicklime,0
spinacia oleracea,spinach,1
sodium sorbate,Spelt,0
Sodium Benzoate,POTASSIUM SULFATE,0
beeswax,white beeswax,1
E214,Ethyl Paraben,1
SUNSET YELLOW,carminic acid,0
cochineal,E213,0
dipotassium guanylate,E633,0
buttermilk,butter milk,1
game hens,GAME HENS,1
Ammonium Carbonate,HARTSHORN,1
quinolin yellow,soy lecithin,0
E516,calcium sulphate,1
E321,ethylmaltol,0
Bananas,BANANS,1
pectin,OMEGA 3,0
Methylcellulose,calcium hydroxide,0
Millet,MILET,1
turkey fillets,Turkey Breast,1
Carrageenan,E407,1
Potassium Alginate,Potassium Alginate,1
Calcium Sulphite,daucus carota,0
Hemp Seeds,cannabis sativa seeds,1
Barley,BARLE,1
E220,microcrystalline wax,0
E528,magnesium hydroxide,1
E500,SODA ASH,1
ascorbyl palmitate,hamburger meat,0
tartric acid,dextrose,0
chicken breast,chicken breat,1
calcium chloride,disodium ribonucleotide,0
Octyl Gallate,E311,1
curcumin,Cochineal,0
vitamin C,Ascorbic Acid,1
Maltodextrin,maltodextrin,1
Ground Turkey,ground turky,1
pg alginate,whipping cream,0
ascorbic acid,sorbit,0
Rice,RYCE,1
calcium chloride,cacl2,1
Potassium Alginate,POTASSIUM ALGINATE,1
DIPHENYL,KORN,0
magnesia alba,ferric pyrophosphate,0
ethyl maltol,ENZIMES,0
lithol rubine bk,lithol,1
SODIUM METABISULFITE,whey protien,0
Cornish Hens,game hens,1
vitamin B2,Spelt,0
beetroot,Beetroot Red,1
erythrosine bs,vitamin C,0
E518,epsom salt,1
E625,milet,0
duck breat,omega-3,0
annato,Annatto,1
milk protein,WHEY PROTEIN,1
fermented milk drink,kefir,1
yellow 5,sodium 5-ribonucleotide,0
riboflavin,kephir,0
E460,veal,0
E310,PROPYL GALLATE,1
Monosodium Glutamate (MSG),msg,1
potassium metabisulphite,LAMB RIBS,0
carotene,chlorine,0
pectin,PECTINE,1
calcium hydroxide,pickling lime,1
stearic acid,stearic,1
E122,azorubin,1
lac resin,Shellac,1
Sodium Nitrite,butylhydroxytoluene,0
tartrazine,Erythrosine,0
E481,cottage chese,0
Alginic Acid,MAGNESIA,0
carotenes,MAGNESIAM,0
Ethyl Paraben,Calcium Sulphate,0
E529,QUICKLIME,1
E635,sodium ribonucleotide,1
E100,sodium citrate,0
Ethyl 4-hydroxybenzoate,ethyl paraben,1
lycopen,MAGNESIA,0
triticum,wheat,1
E171,Titanium Dioxide,1
Calcium Bisulfite,solanum tuberosum,0
Sodium Bicarbonate,SODIUM BICARBONATE,1
saltpeter,SALTPETER,1
Dates,DATESS,1
gold,GOLD,1
daucus carota,MAGNESIAM,0
tocopherol,BROMIC ACID POTASSIUM SALT,0
clarified butter,stearic,0
sodium sorbate,essential amino acid,0
Chicken Thighs,CHICKEN LEGS,1
LYCOPENE,hexamine,0
COPPER CHLOROPHYLLIN,amylase,0
SODIUM CHLORIDE,Quinoa,0
calcium stearoyl lactylate,turkey fillets,0
GHI,silica,0
azorubin,LITHOL,0
Dimethylpolysiloxane,polydimethylsiloxane,1
sodium nitrate,AMMONIUM GLUTAMATE,0
lamb ribs,GELATINE,0
Erythrosine BS,erythrosin,1
Annatto,E162,0
E201,sodium sorbate,1
E141,COPPER CHLOROPHYLLIN,1
propylene glycol algin,Propylene Glycol Alginate,1
steak,silica,0
phenylbenzene,DIPHENYL,1
daucus carota,maltodextrin,0
beetroot red,calcium guanylate,0
calcium hydrogen sulphite,calcium bisulfite,1
CHLOROPHYL,LEUCINE,0
caramel colour,disodium guanylate,0
Turmeric,calcium stearoyl lactylate,0
L-Cysteine Hydrochloride,l-cysteine,1
carmin,Cochineal,1
sodium chloride,sea salt,1
riboflavin,Gelatin,0
sunset yellow fcf,IRN,0
VITAMIN C,HCL,0
magnesium sulphate,sodium guanylate,0
magnesium glutamate,Calcium,0
Whole Chicken,whole chiken,1
chlorine gas,chlorine,1
E221,sour creme,0
POTASSIUM METABISULFITE,potassium bromate,0
E528,E628,0
Butter,buter,1
ammonium chlor,neotame,0
oryza sativa,RYCE,1
h2o,aqua,1
CALCIUM CARBONATE,BUTTER MILK,0
sodium glutamate,MONOSODIUM GLUTAMATE,1
BHT,E325,0
buttermilk,Buttermilk,1
Silver,Ground Beef,0
gelatin,Gelatin,1
CALCIUM CARBONATE,CHALK,1
E306,tocopherols,1
potassium carbonate,spinach,0
E122,buter,0
CHILE SALTPETER,triticum spelta,0
cysteine,Cysteine,1
ammonium chloride,SAL AMMONIAC,1
E150(a-d),caramel colour,1
beetroot red,beet red,1
sodium metabisulfite,AGAR AGAR,0
carrageenin,CARAGEENAN,1
Sodium Sulphite,greek yoghurt,0
cochinel,lisine,0
MINERAL OIL,heavy creme,0
chlorine dioxide,hemp seed,0
quinoline,quinolin yellow,1
hard cheese,chedder cheese,1
carmine,potassium sorbate,0
SALTPETER,MALTODEXTRINE,0
Azodicarbonamide,azobisformamide,1
wheet,spinacia oleracea,0
E203,calcium sorbate,1
chlorine oxide,chlorine dioxide,1
potassium chlor,Potassium Chloride,1
E170,CALCIUM CARBONATE,1
ALUMINUM,MCC,0
polydimethylsiloxane,Dimethylpolysiloxane,1
calcium sulphate,gypsum,1
E961,neotam,1
washing soda,Quinoa,0
Apples,APPLS,1
Mineral Hydrocarbons,turkey,0
ERITHROSINE,E132,0
Whole Milk,milk,1
ethylmaltol,Ethyl Maltol,1
E122,Carmoisine,1
hemp seeds,hemp seed,1
E180,Lithol Rubine,1
Potassium Sulphate,POTASSIUM SULFATE,1
calcium sulfate,gypsum,1
potash sulfate,Potassium Inosinate,0
potash,chedder cheese,0
salt,sodium chloride,1
E401,SODIUM ALGINATE,1
E239,HEXAMETHYLENETETRAMINE,1
ANNATO,steak,0
aged cheese,hard cheese,1
Sodium Sorbate,Carrots,0
cottage cheese,CURD CHEESE,1
Ammonium Alginate,glycerine,0
YELLOW 5,TARTAZINE,1
guaran,guar flour,1
SODIUM ALGINATE,MINCED BEEF,0
ammonium alginate,potassium inosinate,0
SODIUM BICARBONATE,AMMONIUM GLUTAMATE,0
E153,potassium metabisulphite,0
cellulose gel,MCC,1
Curcumin/Turmeric,curcumin,1
Calcium Benzoate,slaked lime,0
SODIUM ASCORBATE,E404,0
beeswax,bee wax,1
citrus sinensis,ornges,1
OCTYL GALLATE,TOMATOS,0
tartazine,glucoze,0
carob bean gum,daucus carota,0
caustic soda,neotam,0
potassium glutamate,monopotassium glutamate,1
POTASSIUM METABISULFITE,Barley,0
amylase,enzymes,1
banans,Bananas,1
sunset,Ricotta Cheese,0
E173,Calcium Benzoate,0
PONCEAU,SPINAGE,0
black pn,lisine,0
sodium ascorbate,Sodium Ascorbate,1
E301,Sodium Ascorbate,1
oryza sativa,rice,1
roasting chicken,Whole Chicken,1
Beef Steak,lysine,0
Dimethylpolysiloxane,dmps,1
sodium lactate,magnesium sulphate,0
soft cheese,creme cheese,1
carmine,Cochineal,1
Sulphur Dioxide,sulphuric acid,0
E153,vegetable black,1
Glycerol/Glycerin,E422,1
aluminium powder,Calcium Bisulfite,0
chile saltpeter,magnesium glutamate,0
potassium nitrate,SODIUM ALGINATE,0
rice,RYCE,1
E142,GREEN S,1
keenwa,KEENWA,1
Cornish Hens,poussin,1
iron oxides,iron oxide,1
gold,gold powder,1
L-Glutamic Acid,glutamic,1
E402,Heavy Cream,0
cream cheese,barley,0
E227,sal ammoniac,0
E640,lisine,0
Erythrosine,vitamin E,0
dimethylpolysiloxane,cornish hens,0
tocopherols,tocopherol,1
mineral hydrocarbons,magnesium oxide,0
E503,keefir,0
E213,pot roast,0
E504,Magnesium Carbonate,1
barley,cannabis sativa seeds,0
maltodextin,Maltodextrin,1
musa,Bananas,1
copper chlorophyll,Copper Chlorophyll,1
duck,pot roast,0
sodium nitrite,SODIUM NITRITE,1
Carotenes,Ammonium Carbonate,0
Chicken Thighs,oats,0
phoenix dactylifera,datess,1
E210,BENZOATE,1
E101,sulphur dioxide,0
Sodium Benzoate,sodium benzoate,1
E160b,annatto,1
Vegetable Carbon,ascorbate,0
benzoic acid,Enzymes,0
protease,lipase,1
dimethylpolysiloxane,Dimethylpolysiloxane,1
neotame,essential amino acid,0
Locust Bean Gum,carob gum,1
Calcium Oxide,QUICKLIME,1
Potassium Bromate,gelatin,0
potassium alginate,Potassium Alginate,1
veal cutlets,spreadable cheese,0
lutein,ammonium chloride,0
E509,cacl2,1
turkey,turkey fillets,1
Refined Microcrystalline Wax,MICROWAX,1
Octyl Gallate,Vitamin D3,0
ETHYL PARABEN,methyl cellulose,0
lycopene,E172,0
Vitamin D3,Vitamin D3,1
E320,bha,1
potassium sorbate,Whole Milk,0
iron oxide,ferric oxide,1
E101,riboflavin,1
Sodium Ascorbate,irn,0
glycine,Glycine,1
zea mays,corn,1
Sodium Benzoate,sodium benzoate,1
aluminum,sodium alginate,0
Potatoes,POTATOS,1
Azodicarbonamide,azodicarbonamide,1
black pn,black pigment,1
sodium hydroxide,caustic soda,1
gold powder,E907,0
quinoline yellow,QUINOLINE YELLOW,1
sea salt,SODIUM CHLORIDE,1
GOLD,white beeswax,0
Black PN,E151,1
chlorine,GHI,0
sodium sulfite,E514,0
young beef,cornish hens,0
Cochineal/Carminic Acid,cochineal,1
dairy butter,Butter,1
raisins,RASINS,1
sorbic acid,maize,0
E620,glutamic acid,1
beet red,BETANIN,1
